Log file open, 04/12/24 11:38:10
[2024.04.12-03.39.05:323][  0]LogMeshReduction: Using QuadricMeshReduction for automatic static mesh reduction
[2024.04.12-03.39.05:324][  0]LogMeshReduction: Using SimplygonMeshReduction for automatic skeletal mesh reduction
[2024.04.12-03.39.05:324][  0]LogMeshReduction: Using ProxyLODMeshReduction for automatic mesh merging
[2024.04.12-03.39.05:324][  0]LogMeshReduction: No distributed automatic mesh merging module available
[2024.04.12-03.39.05:328][  0]LogMeshMerging: No distributed automatic mesh merging module available
[2024.04.12-03.39.05:426][  0]LogTurnkeySupport: Completed device detection: Code = 0
[2024.04.12-03.39.05:641][  0]LogNetVersion: tic_tac_toe_cpp 1.0.0, NetCL: 23058290, EngineNetVer: 30, GameNetVer: 0 (Checksum: 2099858971)
[2024.04.12-03.39.06:136][  0]LogUObjectArray: 20936 objects as part of root set at end of initial load.
[2024.04.12-03.39.06:136][  0]LogUObjectAllocator: 5786176 out of 0 bytes used by permanent object pool.
[2024.04.12-03.39.06:136][  0]LogUObjectArray: CloseDisregardForGC: 0/0 objects in disregard for GC pool
[2024.04.12-03.39.06:345][  0]LogSlate: Border
[2024.04.12-03.39.06:345][  0]LogSlate: BreadcrumbButton
[2024.04.12-03.39.06:345][  0]LogSlate: Brushes.Title
[2024.04.12-03.39.06:345][  0]LogSlate: Default
[2024.04.12-03.39.06:345][  0]LogSlate: Icons.Save
[2024.04.12-03.39.06:345][  0]LogSlate: Icons.Toolbar.Settings
[2024.04.12-03.39.06:345][  0]LogSlate: ListView
[2024.04.12-03.39.06:345][  0]LogSlate: SoftwareCursor_CardinalCross
[2024.04.12-03.39.06:345][  0]LogSlate: SoftwareCursor_Grab
[2024.04.12-03.39.06:345][  0]LogSlate: TableView.DarkRow
[2024.04.12-03.39.06:345][  0]LogSlate: TableView.Row
[2024.04.12-03.39.06:345][  0]LogSlate: TreeView
[2024.04.12-03.39.06:920][  0]LogTurnkeySupport: Turnkey Device: Win64@XIAOZHIXC: (Name=XIAOZHIXC, Type=Computer, Status=Valid, , Flags="Device_InstallSoftwareValid")
[2024.04.12-03.39.06:981][  0]LogTcpMessaging: Initializing TcpMessaging bridge
[2024.04.12-03.39.07:007][  0]LogUdpMessaging: Initializing bridge on interface 0.0.0.0:0 to multicast group 230.0.0.1:6666.
[2024.04.12-03.39.07:009][  0]LogUdpMessaging: Display: Added local interface '192.168.1.104' to multicast group '230.0.0.1:6666'
[2024.04.12-03.39.07:177][  0]LogNiagaraDebuggerClient: Niagara Debugger Client Initialized | Session: 70E718324ACEA11D66CC46B2998C7FBC | Instance: C1F1EDFC47CC39BAA5735E9AF7FAC994 (XIAOZHIXC-14080).
[2024.04.12-03.39.07:843][  0]LogPython: Using Python 3.9.7
[2024.04.12-03.39.08:773][  0]LogAudio: Display: Registering Engine Module Parameter Interfaces...
[2024.04.12-03.39.08:807][  0]LogMetasoundEngine: MetaSound Engine Initialized
[2024.04.12-03.39.10:033][  0]LogOpenImageDenoise: OIDN starting up
[2024.04.12-03.39.10:111][  0]SourceControl: 源码管理已禁用
[2024.04.12-03.39.10:120][  0]SourceControl: 源码管理已禁用
[2024.04.12-03.39.10:145][  0]SourceControl: 源码管理已禁用
[2024.04.12-03.39.10:165][  0]LogUProjectInfo: Found projects:
[2024.04.12-03.39.10:224][  0]LogAndroidPermission: UAndroidPermissionCallbackProxy::GetInstance
[2024.04.12-03.39.10:252][  0]LogAudioCaptureCore: Display: No Audio Capture implementations found. Audio input will be silent.
[2024.04.12-03.39.10:252][  0]LogAudioCaptureCore: Display: No Audio Capture implementations found. Audio input will be silent.
[2024.04.12-03.39.10:762][  0]LogCollectionManager: Loaded 0 collections in 0.001303 seconds
[2024.04.12-03.39.10:764][  0]LogFileCache: Scanning file cache for directory 'F:/0UE4/PROJECT/tic_tac_toe_cpp1/Saved/Collections/' took 0.00s
[2024.04.12-03.39.10:764][  0]LogFileCache: Scanning file cache for directory 'F:/0UE4/PROJECT/tic_tac_toe_cpp1/Content/Developers/XiaoZhiXC/Collections/' took 0.00s
[2024.04.12-03.39.10:764][  0]LogFileCache: Scanning file cache for directory 'F:/0UE4/PROJECT/tic_tac_toe_cpp1/Content/Collections/' took 0.00s
[2024.04.12-03.39.11:230][  0]LogClass: Error: IntProperty FMove::X is not initialized properly. Module:tic_tac_toe_cpp File:public/MyPawn.h
[2024.04.12-03.39.11:230][  0]LogClass: Error: IntProperty FMove::Y is not initialized properly. Module:tic_tac_toe_cpp File:public/MyPawn.h
[2024.04.12-03.39.11:253][  0]LogClass: Display: 2 Uninitialized script struct members found including 0 object properties
[2024.04.12-03.39.11:280][  0]LogAutomationTest: Error: UObject.Class AttemptToFindUninitializedScriptStructMembers will be marked as failing due to errors being logged
[2024.04.12-03.39.11:280][  0]LogAutomationTest: Error: LogClass: IntProperty FMove::X is not initialized properly. Module:tic_tac_toe_cpp File:public/MyPawn.h
[2024.04.12-03.39.11:280][  0]LogAutomationTest: Error: LogClass: IntProperty FMove::Y is not initialized properly. Module:tic_tac_toe_cpp File:public/MyPawn.h
[2024.04.12-03.39.11:285][  0]LogEngine: Initializing Engine...
[2024.04.12-03.39.11:304][  0]LogStylusInput: Initializing StylusInput subsystem.
[2024.04.12-03.39.11:309][  0]LogStats: UGameplayTagsManager::InitializeManager -  0.001 s
[2024.04.12-03.39.11:311][  0]LogMaterial: Display: Missing cached shadermap for WireframeMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: 98D743049906A9305E2F8230BD7039052BE1AEA8), compiling. Is special engine material.
[2024.04.12-03.39.11:313][  0]LogMaterial: Display: Missing cached shadermap for LevelColorationLitMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: EEB4909B0057086540D7E4492559C1FE58587409), compiling. Is special engine material.
[2024.04.12-03.39.11:316][  0]LogMaterial: Display: Missing cached shadermap for LevelColorationUnlitMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: 0BC23F02A20A53F7A5A8C80EF22111FDBC91EE24), compiling. Is special engine material.
[2024.04.12-03.39.11:319][  0]LogMaterial: Display: Missing cached shadermap for MAT_LevelColorationLitLightmapUV in PCD3D_SM6, Default, SM6 (DDC key hash: 8583F41378D13C5E3C549DE9C20F756E9735F782), compiling. Is special engine material.
[2024.04.12-03.39.11:321][  0]LogMaterial: Display: Missing cached shadermap for ShadedLevelColorationLitMaterial in PCD3D_SM6, Default, SM6 (DDC key hash: BDE02CB59D3D91DB4C710BA1E4EA3289E61478D9), compiling. Is special engine material.
[2024.04.12-03.39.11:323][  0]LogMaterial: Display: Missing cached shadermap for ShadedLevelColorationUnlitMateri in PCD3D_SM6, Default, SM6 (DDC key hash: 3576715E80E7A4D153A3DA7F955310910CFBA171), compiling. Is special engine material.
[2024.04.12-03.39.11:388][  0]LogInit: Initializing FReadOnlyCVARCache
[2024.04.12-03.39.11:450][  0]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2024.04.12-03.39.11:500][  0]LogAIModule: Creating AISystem for world Untitled
[2024.04.12-03.39.11:511][  0]LogNetVersion: Set ProjectVersion to 1.0.0.0. Version Checksum will be recalculated on next use.
[2024.04.12-03.39.11:511][  0]LogInit: Texture streaming: Enabled
[2024.04.12-03.39.11:533][  0]LogAnalytics: Display: [UEEditor.Rocket.Release] APIServer = https://datarouter.ol.epicgames.com/. AppVersion = 5.1.0-23058290+++UE5+Release-5.1
[2024.04.12-03.39.11:546][  0]LogAudio: Display: Initializing Audio Device Manager...
[2024.04.12-03.39.11:563][  0]LogAudio: Display: Loading Default Audio Settings Objects...
[2024.04.12-03.39.11:564][  0]LogAudio: Display: No default SoundConcurrencyObject specified (or failed to load).
[2024.04.12-03.39.11:566][  0]LogAudio: Display: AudioInfo: 'BINKA' Registered
[2024.04.12-03.39.11:567][  0]LogAudio: Display: AudioInfo: 'PCM' Registered
[2024.04.12-03.39.11:567][  0]LogAudio: Display: AudioInfo: 'ADPCM' Registered
[2024.04.12-03.39.11:567][  0]LogAudio: Display: AudioInfo: 'OGG' Registered
[2024.04.12-03.39.11:567][  0]LogAudio: Display: AudioInfo: 'OPUS' Registered
[2024.04.12-03.39.11:567][  0]LogAudio: Display: Audio Device Manager Initialized
[2024.04.12-03.39.11:567][  0]LogAudio: Display: Creating Audio Device:                 Id: 1, Scope: Shared, Realtime: True
[2024.04.12-03.39.11:568][  0]LogAudioMixer: Display: Audio Mixer Platform Settings:
[2024.04.12-03.39.11:568][  0]LogAudioMixer: Display: 	Sample Rate:						  48000
[2024.04.12-03.39.11:568][  0]LogAudioMixer: Display: 	Callback Buffer Frame Size Requested: 1024
[2024.04.12-03.39.11:568][  0]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
[2024.04.12-03.39.11:568][  0]LogAudioMixer: Display: 	Number of buffers to queue:			  1
[2024.04.12-03.39.11:568][  0]LogAudioMixer: Display: 	Max Channels (voices):				  0
[2024.04.12-03.39.11:568][  0]LogAudioMixer: Display: 	Number of Async Source Workers:		  4
[2024.04.12-03.39.11:568][  0]LogAudio: Display: AudioDevice MaxSources: 32
[2024.04.12-03.39.11:569][  0]LogAudio: Display: Audio Spatialization Plugin: None (built-in).
[2024.04.12-03.39.11:569][  0]LogAudio: Display: Audio Reverb Plugin: None (built-in).
[2024.04.12-03.39.11:570][  0]LogAudio: Display: Audio Occlusion Plugin: None (built-in).
[2024.04.12-03.39.11:587][  0]LogAudioMixer: Display: Initializing audio mixer using platform API: 'XAudio2'
[2024.04.12-03.39.11:621][  0]LogAudioMixer: Display: Using Audio Hardware Device 扬声器 (High Definition Audio Device)
[2024.04.12-03.39.11:623][  0]LogAudioMixer: Display: Initializing Sound Submixes...
[2024.04.12-03.39.11:625][  0]LogAudioMixer: Display: Creating Master Submix 'MasterSubmixDefault'
[2024.04.12-03.39.11:625][  0]LogAudioMixer: Display: Creating Master Submix 'MasterReverbSubmixDefault'
[2024.04.12-03.39.11:628][  0]LogAudioMixer: FMixerPlatformXAudio2::StartAudioStream() called. InstanceID=1
[2024.04.12-03.39.11:628][  0]LogAudioMixer: Display: Output buffers initialized: Frames=1024, Channels=2, Samples=2048, InstanceID=1
[2024.04.12-03.39.11:629][  0]LogAudioMixer: Display: Starting AudioMixerPlatformInterface::RunInternal(), InstanceID=1
[2024.04.12-03.39.11:629][  0]LogAudioMixer: Display: FMixerPlatformXAudio2::SubmitBuffer() called for the first time. InstanceID=1
[2024.04.12-03.39.11:629][  0]LogInit: FAudioDevice initialized.
[2024.04.12-03.39.11:630][  0]LogAudio: Display: Audio Device (ID: 1) registered with world 'Untitled'.
[2024.04.12-03.39.11:645][  0]LogCsvProfiler: Display: Metadata set : largeworldcoordinates="1"
[2024.04.12-03.39.11:654][  0]LogLiveCoding: Display: Starting LiveCoding
[2024.04.12-03.39.11:654][  0]LogLiveCoding: Display: LiveCodingConsole Arguments: tic_tac_toe_cppEditor Win64 Development
[2024.04.12-03.39.11:656][  0]LogLiveCoding: Display: First instance in process group "UE_tic_tac_toe_cpp_0x19e6b11c", spawning console
[2024.04.12-03.39.11:877][  0]LogLiveCoding: Display: Waiting for server
[2024.04.12-03.39.12:370][  0]LogLiveCoding: Display: Successfully initialized, removing startup thread
[2024.04.12-03.39.12:384][  0]LogInit: Transaction tracking system initialized
[2024.04.12-03.39.12:458][  0]LogSourceControl: Uncontrolled asset enumeration started...
[2024.04.12-03.39.12:459][  0]LogSourceControl: Uncontrolled asset enumeration finished in 0.001857 seconds (Found 115 uncontrolled assets)
[2024.04.12-03.39.12:524][  0]BlueprintLog: New page: 编辑器加载
[2024.04.12-03.39.12:813][  0]LocalizationService: 本地化服务已禁用
[2024.04.12-03.39.12:883][  0]TimingProfiler: Initialize
[2024.04.12-03.39.12:885][  0]TimingProfiler: OnSessionChanged
[2024.04.12-03.39.12:886][  0]LoadingProfiler: Initialize
[2024.04.12-03.39.12:886][  0]LoadingProfiler: OnSessionChanged
[2024.04.12-03.39.12:888][  0]NetworkingProfiler: Initialize
[2024.04.12-03.39.12:890][  0]NetworkingProfiler: OnSessionChanged
[2024.04.12-03.39.12:890][  0]MemoryProfiler: Initialize
[2024.04.12-03.39.12:890][  0]MemoryProfiler: OnSessionChanged
[2024.04.12-03.39.13:140][  0]LogWindowsTextInputMethodSystem: Activated input method: 中文(简体，中国) - 微软拼音 (TSF IME).
[2024.04.12-03.39.13:165][  0]LogSlate: Took 0.001110 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Regular.ttf' (155K)
[2024.04.12-03.39.13:173][  0]LogSlate: Took 0.007948 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/DroidSansFallback.ttf' (3848K)
[2024.04.12-03.40.15:335][  0]LogSlate: Window '警告：驱动器空间不足' being destroyed
[2024.04.12-03.40.15:342][  0]LogWindowsTextInputMethodSystem: Activated input method: 中文(简体，中国) - 微软拼音 (TSF IME).
[2024.04.12-03.40.15:343][  0]LogWindowsTextInputMethodSystem: Activated input method: 中文(简体，中国) - 微软拼音 (TSF IME).
[2024.04.12-03.40.15:344][  0]Message dialog closed, result: Ok, title: 警告：驱动器空间不足, text: 以下位置的剩余空间有限。为避免潜在问题，请考虑至少释放以下建议量。

基础引擎目录：
		E:/GAME/UE_5.1/Engine/Binaries/Win64/
		推荐：5,120 MB
		剩余：2,819 MB
[2024.04.12-03.40.15:456][  0]LogFileCache: Scanning file cache for directory 'F:/0UE4/PROJECT/tic_tac_toe_cpp1/Content/' took 0.01s
[2024.04.12-03.40.15:625][  0]LogEditorDomain: Display: Class /Script/AnimationData.AnimationSequencerDataModel is imported by a package but does not exist in memory. EditorDomain keys for packages using it will be invalid if it still exists.
	To clear this message, resave packages that use the deleted class, or load its module earlier than the packages that use it are referenced.
[2024.04.12-03.40.15:672][  0]LogLevelSequenceEditor: LevelSequenceEditor subsystem initialized.
[2024.04.12-03.40.15:938][  0]LogInit: Display: Engine is initialized. Leaving FEngineLoop::Init()
[2024.04.12-03.40.15:946][  0]SourceControl: 源码管理已禁用
[2024.04.12-03.40.15:947][  0]LogUnrealEdMisc: Loading editor; pre map load, took 127.700
[2024.04.12-03.40.15:948][  0]Cmd: MAP LOAD FILE="F:/0UE4/PROJECT/tic_tac_toe_cpp1/Content/DefaultMap.umap" TEMPLATE=0 SHOWPROGRESS=1 FEATURELEVEL=4
[2024.04.12-03.40.15:948][  0]LightingResults: New page: 光照构建
[2024.04.12-03.40.15:961][  0]LogWorld: UWorld::CleanupWorld for Untitled, bSessionEnded=true, bCleanupResources=true
[2024.04.12-03.40.15:964][  0]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2024.04.12-03.40.15:967][  0]MapCheck: New page: 地图检测
[2024.04.12-03.40.15:967][  0]LightingResults: New page: 光照构建
[2024.04.12-03.40.15:979][  0]LogAudio: Display: Audio Device unregistered from world 'None'.
[2024.04.12-03.40.16:001][  0]LogUObjectHash: Compacting FUObjectHashTables data took   0.37ms
[2024.04.12-03.40.16:151][  0]LogAudio: Display: Audio Device (ID: 1) registered with world 'DefaultMap'.
[2024.04.12-03.40.16:151][  0]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2024.04.12-03.40.16:151][  0]LogAIModule: Creating AISystem for world DefaultMap
[2024.04.12-03.40.16:160][  0]LogEditorServer: Finished looking for orphan Actors (0.000 secs)
[2024.04.12-03.40.16:171][  0]LogUObjectHash: Compacting FUObjectHashTables data took   0.36ms
[2024.04.12-03.40.16:173][  0]Cmd: MAP CHECKDEP NOCLEARLOG
[2024.04.12-03.40.16:173][  0]MapCheck: 地图检测完成：0个错误、0个警告、完成用时0.516毫秒。
[2024.04.12-03.40.16:174][  0]LogFileHelpers: Loading map 'DefaultMap' took 0.225
[2024.04.12-03.40.16:216][  0]LogUnrealEdMisc: Total Editor Startup Time, took 127.970
[2024.04.12-03.40.16:217][  0]LogShaderCompilers: Display: ================================================
[2024.04.12-03.40.16:217][  0]LogShaderCompilers: Display: === FShaderJobCache stats ===
[2024.04.12-03.40.16:217][  0]LogShaderCompilers: Display: Total job queries 0, among them cache hits 0 (0.00%)
[2024.04.12-03.40.16:217][  0]LogShaderCompilers: Display: Tracking 0 distinct input hashes that result in 0 distinct outputs (0.00%)
[2024.04.12-03.40.16:217][  0]LogShaderCompilers: Display: RAM used: 0.00 MB (0.00 GB) of 1638.40 MB (1.60 GB) budget. Usage: 0.00%
[2024.04.12-03.40.16:217][  0]LogShaderCompilers: Display: === Shader Compilation stats ===
[2024.04.12-03.40.16:217][  0]LogShaderCompilers: Display: Shaders Compiled: 0
[2024.04.12-03.40.16:217][  0]LogShaderCompilers: Display: Jobs assigned 0, completed 0 (0.00%)
[2024.04.12-03.40.16:217][  0]LogShaderCompilers: Display: Time at least one job was in flight (either pending or executed): 0.00 s
[2024.04.12-03.40.16:217][  0]LogShaderCompilers: Display: ================================================
[2024.04.12-03.40.16:411][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2024.04.12-03.40.16:418][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2024.04.12-03.40.16:421][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2024.04.12-03.40.16:424][  0]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2024.04.12-03.40.16:489][  0]LogPakFile: Display: Mounted Pak file 'E:/GAME/UE_5.1/FeaturePacks/StarterContent.upack', mount point: 'root:/'
[2024.04.12-03.40.16:494][  0]LogPakFile: Display: Mounted Pak file 'E:/GAME/UE_5.1/FeaturePacks/TP_FirstPerson.upack', mount point: 'root:/'
[2024.04.12-03.40.16:496][  0]LogPakFile: Display: Mounted Pak file 'E:/GAME/UE_5.1/FeaturePacks/TP_FirstPersonBP.upack', mount point: 'root:/'
[2024.04.12-03.40.16:499][  0]LogPakFile: Display: Mounted Pak file 'E:/GAME/UE_5.1/FeaturePacks/TP_HandheldARBP.upack', mount point: 'root:/'
[2024.04.12-03.40.16:505][  0]LogPakFile: Display: Mounted Pak file 'E:/GAME/UE_5.1/FeaturePacks/TP_ThirdPerson.upack', mount point: 'root:/'
[2024.04.12-03.40.16:506][  0]LogPakFile: Display: Mounted Pak file 'E:/GAME/UE_5.1/FeaturePacks/TP_ThirdPersonBP.upack', mount point: 'root:/'
[2024.04.12-03.40.16:508][  0]LogPakFile: Display: Mounted Pak file 'E:/GAME/UE_5.1/FeaturePacks/TP_TopDown.upack', mount point: 'root:/'
[2024.04.12-03.40.16:511][  0]LogPakFile: Display: Mounted Pak file 'E:/GAME/UE_5.1/FeaturePacks/TP_TopDownBP.upack', mount point: 'root:/'
[2024.04.12-03.40.16:515][  0]LogPakFile: Display: Mounted Pak file 'E:/GAME/UE_5.1/FeaturePacks/TP_VehicleAdvBP.upack', mount point: 'root:/'
[2024.04.12-03.40.16:519][  0]LogPakFile: Display: Mounted Pak file 'E:/GAME/UE_5.1/FeaturePacks/TP_VirtualRealityBP.upack', mount point: 'root:/'
[2024.04.12-03.40.17:077][  0]LogSlate: Took 0.000745 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Bold.ttf' (160K)
[2024.04.12-03.40.17:079][  0]LogSlate: Took 0.000707 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/DroidSansMono.ttf' (77K)
[2024.04.12-03.40.17:099][  0]LogViewport: Scene viewport resized to 1132x528, mode Windowed.
[2024.04.12-03.40.17:135][  0]LogSlate: Took 0.002588 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Light.ttf' (167K)
[2024.04.12-03.40.17:323][  0]LogStall: Startup...
[2024.04.12-03.40.17:325][  0]LogStall: Startup complete.
[2024.04.12-03.40.17:357][  0]LogLoad: (Engine Initialization) Total time: 129.11 seconds
[2024.04.12-03.40.17:357][  0]LogLoad: (Engine Initialization) Total Blueprint compile time: 0.00 seconds
[2024.04.12-03.40.17:603][  0]LogAssetRegistry: Asset discovery search completed in 73.6638 seconds
[2024.04.12-03.40.17:614][  0]LogCollectionManager: Fixed up redirectors for 0 collections in 0.000005 seconds (updated 0 objects)
[2024.04.12-03.40.17:704][  0]LogContentStreaming: Texture pool size now 600 MB
[2024.04.12-03.40.18:170][ 26]LogScript: Warning: “无访问”正在尝试读取属性 CallFunc_GetOwningPlayer_ReturnValue
	WB_InputButton_C /Game/DefaultMap.DefaultMap:WB_InputButton_C_0
	Function /Game/WB_InputButton.WB_InputButton_C:ExecuteUbergraph_WB_InputButton:0396
[2024.04.12-03.40.18:177][ 27]LogScript: Warning: “无访问”正在尝试读取属性 CallFunc_GetOwningPlayer_ReturnValue
	WB_InputButton_C /Game/DefaultMap.DefaultMap:WB_InputButton_C_0
	Function /Game/WB_InputButton.WB_InputButton_C:ExecuteUbergraph_WB_InputButton:0396
[2024.04.12-03.40.23:030][581]LogPlayLevel: PlayLevel: No blueprints needed recompiling
[2024.04.12-03.40.23:030][581]PIE: New page: PIE会话：DefaultMap（2024年4月12日 下午7:40:23）
[2024.04.12-03.40.23:034][581]LogOnline: OSS: Created online subsystem instance for: NULL
[2024.04.12-03.40.23:034][581]LogOnline: OSS: TryLoadSubsystemAndSetDefault: Loaded subsystem for module [NULL]
[2024.04.12-03.40.23:035][581]LogPlayLevel: Creating play world package: /Game/UEDPIE_0_DefaultMap
[2024.04.12-03.40.23:036][581]LogPlayLevel: PIE: StaticDuplicateObject took: (0.000894s)
[2024.04.12-03.40.23:036][581]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/DefaultMap.DefaultMap to /Game/UEDPIE_0_DefaultMap.DefaultMap (0.000927s)
[2024.04.12-03.40.23:040][581]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2024.04.12-03.40.23:040][581]LogAIModule: Creating AISystem for world DefaultMap
[2024.04.12-03.40.23:041][581]LogPlayLevel: PIE: World Init took: (0.004758s)
[2024.04.12-03.40.23:047][581]LogUObjectHash: Compacting FUObjectHashTables data took   0.33ms
[2024.04.12-03.40.23:048][581]LogAudio: Display: Creating Audio Device:                 Id: 2, Scope: Unique, Realtime: True
[2024.04.12-03.40.23:048][581]LogAudioMixer: Display: Audio Mixer Platform Settings:
[2024.04.12-03.40.23:048][581]LogAudioMixer: Display: 	Sample Rate:						  48000
[2024.04.12-03.40.23:048][581]LogAudioMixer: Display: 	Callback Buffer Frame Size Requested: 1024
[2024.04.12-03.40.23:048][581]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
[2024.04.12-03.40.23:048][581]LogAudioMixer: Display: 	Number of buffers to queue:			  1
[2024.04.12-03.40.23:048][581]LogAudioMixer: Display: 	Max Channels (voices):				  0
[2024.04.12-03.40.23:048][581]LogAudioMixer: Display: 	Number of Async Source Workers:		  4
[2024.04.12-03.40.23:048][581]LogAudio: Display: AudioDevice MaxSources: 32
[2024.04.12-03.40.23:049][581]LogAudio: Display: Audio Spatialization Plugin: None (built-in).
[2024.04.12-03.40.23:049][581]LogAudio: Display: Audio Reverb Plugin: None (built-in).
[2024.04.12-03.40.23:049][581]LogAudio: Display: Audio Occlusion Plugin: None (built-in).
[2024.04.12-03.40.23:050][581]LogAudioMixer: Display: Initializing audio mixer using platform API: 'XAudio2'
[2024.04.12-03.40.23:072][581]LogAudioMixer: Display: Using Audio Hardware Device 扬声器 (High Definition Audio Device)
[2024.04.12-03.40.23:072][581]LogAudioMixer: Display: Initializing Sound Submixes...
[2024.04.12-03.40.23:072][581]LogAudioMixer: Display: Creating Master Submix 'MasterSubmixDefault'
[2024.04.12-03.40.23:072][581]LogAudioMixer: Display: Creating Master Submix 'MasterReverbSubmixDefault'
[2024.04.12-03.40.23:073][581]LogAudioMixer: FMixerPlatformXAudio2::StartAudioStream() called. InstanceID=2
[2024.04.12-03.40.23:073][581]LogAudioMixer: Display: Output buffers initialized: Frames=1024, Channels=2, Samples=2048, InstanceID=2
[2024.04.12-03.40.23:074][581]LogAudioMixer: Display: Starting AudioMixerPlatformInterface::RunInternal(), InstanceID=2
[2024.04.12-03.40.23:074][581]LogAudioMixer: Display: FMixerPlatformXAudio2::SubmitBuffer() called for the first time. InstanceID=2
[2024.04.12-03.40.23:074][581]LogInit: FAudioDevice initialized.
[2024.04.12-03.40.23:074][581]LogAudio: Display: Audio Device (ID: 2) registered with world 'DefaultMap'.
[2024.04.12-03.40.23:129][581]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2024.04.12-03.40.23:130][581]LogLoad: Game class is 'BPGM_Tic_Tac_Toe_C'
[2024.04.12-03.40.23:131][581]LogWorld: Bringing World /Game/UEDPIE_0_DefaultMap.DefaultMap up for play (max tick rate 0) at 2024.04.12-11.40.23
[2024.04.12-03.40.23:132][581]LogWorld: Bringing up level for play took: 0.000918
[2024.04.12-03.40.23:133][581]LogOnline: OSS: Created online subsystem instance for: :Context_1
[2024.04.12-03.40.23:156][581]LogViewport: Scene viewport resized to 1286x760, mode Windowed.
[2024.04.12-03.40.23:177][581]PIE: 登陆的服务器
[2024.04.12-03.40.23:178][581]PIE: PIE总开始时间：0.157秒。
[2024.04.12-03.40.23:227][581]LogViewport: Scene viewport resized to 1280x720, mode Windowed.
[2024.04.12-03.40.23:321][584]LogScript: Warning: “无访问”正在尝试读取属性 CallFunc_GetOwningPlayer_ReturnValue
	WB_InputButton_C /Game/DefaultMap.DefaultMap:WB_InputButton_C_1
	Function /Game/WB_InputButton.WB_InputButton_C:ExecuteUbergraph_WB_InputButton:0396
[2024.04.12-03.40.23:338][585]LogScript: Warning: “无访问”正在尝试读取属性 CallFunc_GetOwningPlayer_ReturnValue
	WB_InputButton_C /Game/DefaultMap.DefaultMap:WB_InputButton_C_1
	Function /Game/WB_InputButton.WB_InputButton_C:ExecuteUbergraph_WB_InputButton:0396
[2024.04.12-03.41.02:267][919]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2024.04.12-03.41.02:267][919]LogWorld: BeginTearingDown for /Game/UEDPIE_0_DefaultMap
[2024.04.12-03.41.02:272][919]LogSlate: Window 'tic_tac_toe_cpp 预览 [NetMode: Standalone 0]  （64-bit/D3D Shader Model 6）' being destroyed
[2024.04.12-03.41.02:275][919]LogWorld: UWorld::CleanupWorld for DefaultMap, bSessionEnded=true, bCleanupResources=true
[2024.04.12-03.41.02:276][919]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2024.04.12-03.41.02:277][919]LogPlayLevel: Display: Shutting down PIE online subsystems
[2024.04.12-03.41.02:279][919]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2024.04.12-03.41.02:283][919]LogAudio: Display: Audio Device unregistered from world 'None'.
[2024.04.12-03.41.02:284][919]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=2
[2024.04.12-03.41.02:285][919]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=2
[2024.04.12-03.41.02:290][919]LogUObjectHash: Compacting FUObjectHashTables data took   0.33ms
[2024.04.12-03.41.02:350][923]LogPlayLevel: Display: Destroying online subsystem :Context_1
[2024.04.12-03.41.03:987][ 20]LogUObjectHash: Compacting FUObjectHashTables data took   0.30ms
[2024.04.12-03.41.03:988][ 20]LogStall: Shutdown...
[2024.04.12-03.41.03:990][ 20]LogStall: Shutdown complete.
[2024.04.12-03.41.04:006][ 20]LogSlate: Window 'tic_tac_toe_cpp - 虚幻编辑器' being destroyed
[2024.04.12-03.41.04:041][ 21]Cmd: QUIT_EDITOR
[2024.04.12-03.41.04:041][ 21]LogCore: Engine exit requested (reason: UUnrealEdEngine::CloseEditor())
